Accession (Identificador),Begin (Inicio de la trasnscripción),End (final de la transcripción),Orientation,Name (Alias),Symbol,Gene Type,Protein accession (Posible identificador de la proteína),Protein name (Product),Protein length,Locus tag
NZ_CP009124.1,6303454,6304026,plus,TetR/AcrR family transcriptional regulator,,protein-coding,WP_038534996.1,TetR/AcrR family transcriptional regulator,190,SLIV_RS28195
NZ_CP009124.1,6304066,6305265,minus,TerD family protein,,protein-coding,WP_011028040.1,TerD family protein,399,SLIV_RS28200
NZ_CP009124.1,6305351,6305572,minus,hypothetical protein,,protein-coding,WP_003976917.1,hypothetical protein,73,SLIV_RS28205
NZ_CP009124.1,6305760,6306749,minus,zinc-dependent alcohol dehydrogenase family protein,,protein-coding,WP_003976918.1,zinc-dependent alcohol dehydrogenase family protein,329,SLIV_RS28210
NZ_CP009124.1,6306746,6307624,minus,carbohydrate ABC transporter permease,,protein-coding,WP_003976919.1,carbohydrate ABC transporter permease,292,SLIV_RS28215
NZ_CP009124.1,6307621,6308565,minus,carbohydrate ABC transporter permease,,protein-coding,WP_003976920.1,carbohydrate ABC transporter permease,314,SLIV_RS28220
NZ_CP009124.1,6308562,6309932,minus,ABC transporter substrate-binding protein,,protein-coding,WP_003976921.1,ABC transporter substrate-binding protein,456,SLIV_RS28225
NZ_CP009124.1,6310045,6310821,minus,DeoR/GlpR family DNA-binding transcription regulator,,protein-coding,WP_003976922.1,DeoR/GlpR family DNA-binding transcription regulator,258,SLIV_RS28230
NZ_CP009124.1,6311106,6311915,minus,NAD-dependent epimerase/dehydratase family protein,,protein-coding,WP_003976923.1,NAD-dependent epimerase/dehydratase family protein,269,SLIV_RS28235
NZ_CP009124.1,6312147,6313097,plus,5-dehydro-4-deoxyglucarate dehydratase,,protein-coding,WP_003976924.1,5-dehydro-4-deoxyglucarate dehydratase,316,SLIV_RS28240
NZ_CP009124.1,6313094,6314266,plus,hypothetical protein,,protein-coding,WP_003976925.1,hypothetical protein,390,SLIV_RS28245
NZ_CP009124.1,6314351,6314743,plus,VOC family protein,,protein-coding,WP_016325941.1,VOC family protein,130,SLIV_RS28250
NZ_CP009124.1,6314732,6315979,minus,MFS transporter,,protein-coding,WP_016325940.1,MFS transporter,415,SLIV_RS28255
NZ_CP009124.1,6316121,6316720,plus,TIGR03086 family metal-binding protein,,protein-coding,WP_003976929.1,TIGR03086 family metal-binding protein,199,SLIV_RS28260
NZ_CP009124.1,6316889,6317557,plus,GntR family transcriptional regulator,,protein-coding,WP_011028033.1,GntR family transcriptional regulator,222,SLIV_RS28265
NZ_CP009124.1,6317554,6318462,plus,dihydrodipicolinate synthase family protein,,protein-coding,WP_003976931.1,dihydrodipicolinate synthase family protein,302,SLIV_RS28270
NZ_CP009124.1,6318459,6320189,plus,L-arabinonate dehydratase,araD,protein-coding,WP_003976932.1,L-arabinonate dehydratase,576,SLIV_RS28275
NZ_CP009124.1,6320311,6321246,plus,carbohydrate ABC transporter permease,,protein-coding,WP_003976933.1,carbohydrate ABC transporter permease,311,SLIV_RS28280
NZ_CP009124.1,6321243,6322139,plus,carbohydrate ABC transporter permease,,protein-coding,WP_003976934.1,carbohydrate ABC transporter permease,298,SLIV_RS28285
NZ_CP009124.1,6322136,6323293,plus,Gfo/Idh/MocA family protein,,protein-coding,WP_011028031.1,Gfo/Idh/MocA family protein,385,SLIV_RS28290
NZ_CP009124.1,6323290,6324135,plus,PmoA family protein,,protein-coding,WP_003976936.1,PmoA family protein,281,SLIV_RS28295
NZ_CP009124.1,6324132,6325676,plus,glycoside hydrolase family 43 protein,,protein-coding,WP_003976937.1,glycoside hydrolase family 43 protein,514,SLIV_RS28300
NZ_CP009124.1,6325740,6327110,plus,ABC transporter substrate-binding protein,,protein-coding,WP_016325939.1,ABC transporter substrate-binding protein,456,SLIV_RS28305
NZ_CP009124.1,6327243,6328046,plus,rhamnogalacturonan acetylesterase,,protein-coding,WP_003976939.1,rhamnogalacturonan acetylesterase,267,SLIV_RS28310
NZ_CP009124.1,6328111,6329445,plus,pectate lyase family protein,,protein-coding,WP_003976940.1,pectate lyase family protein,444,SLIV_RS28315
NZ_CP009124.1,6329512,6330657,plus,pectinesterase family protein,,protein-coding,WP_016325938.1,pectinesterase family protein,381,SLIV_RS28320
NZ_CP009124.1,6330782,6331579,plus,HAD family acid phosphatase,,protein-coding,WP_003976942.1,HAD family acid phosphatase,265,SLIV_RS28325
NZ_CP009124.1,6331592,6332266,minus,hypothetical protein,,protein-coding,WP_003976943.1,hypothetical protein,224,SLIV_RS28330
NZ_CP009124.1,6332263,6332838,minus,SigE family RNA polymerase sigma factor,,protein-coding,WP_003976944.1,SigE family RNA polymerase sigma factor,191,SLIV_RS28335
NZ_CP009124.1,6332915,6334369,minus,"peptidoglycan D,D-transpeptidase FtsI family protein",,protein-coding,WP_003976945.1,"peptidoglycan D,D-transpeptidase FtsI family protein",484,SLIV_RS28340
NZ_CP009124.1,6334451,6334696,minus,uncharacterized gene,,pseudogene,,,,SLIV_RS39610
NZ_CP009124.1,6334809,6335279,minus,GNAT family N-acetyltransferase,,protein-coding,WP_003976947.1,GNAT family N-acetyltransferase,156,SLIV_RS28345
NZ_CP009124.1,6335283,6336056,minus,IclR family transcriptional regulator,,protein-coding,WP_003976948.1,IclR family transcriptional regulator,257,SLIV_RS28350
NZ_CP009124.1,6336179,6337708,plus,aldehyde dehydrogenase (NADP(+)),,protein-coding,WP_003976949.1,aldehyde dehydrogenase (NADP(+)),509,SLIV_RS28355
NZ_CP009124.1,6337852,6338460,plus,DUF1349 domain-containing protein,,protein-coding,WP_003976950.1,DUF1349 domain-containing protein,202,SLIV_RS28360
NZ_CP009124.1,6338553,6339266,plus,DsbA family oxidoreductase,,protein-coding,WP_003976951.1,DsbA family oxidoreductase,237,SLIV_RS28365
NZ_CP009124.1,6339326,6340420,plus,aminotransferase class V-fold PLP-dependent enzyme,,protein-coding,WP_016325935.1,aminotransferase class V-fold PLP-dependent enzyme,364,SLIV_RS28370
NZ_CP009124.1,6340502,6341401,minus,ectoine hydroxylase,thpD,protein-coding,WP_003976953.1,ectoine hydroxylase,299,SLIV_RS28375
NZ_CP009124.1,6341408,6341806,minus,ectoine synthase,,protein-coding,WP_003976954.1,ectoine synthase,132,SLIV_RS28380
NZ_CP009124.1,6341925,6343196,minus,diaminobutyrate--2-oxoglutarate transaminase,ectB,protein-coding,WP_003976955.1,diaminobutyrate--2-oxoglutarate transaminase,423,SLIV_RS28385
NZ_CP009124.1,6343326,6343838,minus,diaminobutyrate acetyltransferase,ectA,protein-coding,WP_003976956.1,diaminobutyrate acetyltransferase,170,SLIV_RS28390
NZ_CP009124.1,6344168,6345295,minus,pyridoxal-phosphate-dependent aminotransferase family protein,,protein-coding,WP_003976957.1,pyridoxal-phosphate-dependent aminotransferase family protein,375,SLIV_RS28395
NZ_CP009124.1,6345473,6345955,plus,hypothetical protein,,protein-coding,WP_003976958.1,hypothetical protein,160,SLIV_RS28400
NZ_CP009124.1,6346011,6347102,plus,amidohydrolase family protein,,protein-coding,WP_003976959.1,amidohydrolase family protein,363,SLIV_RS28405
NZ_CP009124.1,6347300,6348256,plus,SCO1860 family LAETG-anchored protein,,protein-coding,WP_038535008.1,SCO1860 family LAETG-anchored protein,318,SLIV_RS28410
NZ_CP009124.1,6349071,6350159,minus,Rv2231c family pyridoxal phosphate-dependent protein CobC,cobC,protein-coding,WP_162483886.1,Rv2231c family pyridoxal phosphate-dependent protein CobC,362,SLIV_RS28415
NZ_CP009124.1,6350131,6351048,minus,sirohydrochlorin chelatase,,protein-coding,WP_003976961.1,sirohydrochlorin chelatase,305,SLIV_RS28420
NZ_CP009124.1,6351045,6352859,minus,precorrin-3B C(17)-methyltransferase,cobJ,protein-coding,WP_016325929.1,precorrin-3B C(17)-methyltransferase,604,SLIV_RS28425
NZ_CP009124.1,6352856,6354097,minus,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,,protein-coding,WP_030868658.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,413,SLIV_RS28430
NZ_CP009124.1,6354094,6354906,minus,precorrin-4 C(11)-methyltransferase,cobM,protein-coding,WP_003976965.1,precorrin-4 C(11)-methyltransferase,270,SLIV_RS28435
NZ_CP009124.1,6355002,6355730,plus,ZIP family metal transporter,,protein-coding,WP_003976966.1,ZIP family metal transporter,242,SLIV_RS28440
NZ_CP009124.1,6355751,6356482,minus,precorrin-2 C(20)-methyltransferase,cobI,protein-coding,WP_016325926.1,precorrin-2 C(20)-methyltransferase,243,SLIV_RS28445
NZ_CP009124.1,6356479,6357939,minus,"cobyrinate a,c-diamide synthase",,protein-coding,WP_003976968.1,"cobyrinate a,c-diamide synthase",486,SLIV_RS28450
NZ_CP009124.1,6357936,6358535,minus,"cob(I)yrinic acid a,c-diamide adenosyltransferase",cobO,protein-coding,WP_003976969.1,"cob(I)yrinic acid a,c-diamide adenosyltransferase",199,SLIV_RS28455
NZ_CP009124.1,6358535,6360553,minus,putative cobaltochelatase,,protein-coding,WP_003976970.1,putative cobaltochelatase,672,SLIV_RS28460
NZ_CP009124.1,6360550,6364203,minus,cobaltochelatase subunit CobN,cobN,protein-coding,WP_003976971.1,cobaltochelatase subunit CobN,1217,SLIV_RS28465
NZ_CP009124.1,6364200,6365708,minus,cobyric acid synthase,,protein-coding,WP_003976972.1,cobyric acid synthase,502,SLIV_RS28470
NZ_CP009124.1,6365705,6366688,minus,cobalamin biosynthesis protein,,protein-coding,WP_038535017.1,cobalamin biosynthesis protein,327,SLIV_RS28475
NZ_CP009124.1,6367087,6367308,minus,hypothetical protein,,protein-coding,WP_003976975.1,hypothetical protein,73,SLIV_RS28480
NZ_CP009124.1,6367343,6368614,minus,low-affinity phosphate transporter PitH,pitH,protein-coding,WP_003976976.1,low-affinity phosphate transporter PitH,423,SLIV_RS28485
NZ_CP009124.1,6368840,6369562,plus,class II aldolase/adducin family protein,,protein-coding,WP_003976977.1,class II aldolase/adducin family protein,240,SLIV_RS28490
NZ_CP009124.1,6369677,6370804,plus,alpha/beta hydrolase family protein,,protein-coding,WP_003976978.1,alpha/beta hydrolase family protein,375,SLIV_RS28495
NZ_CP009124.1,6371054,6372472,plus,hypothetical protein,,protein-coding,WP_173668717.1,hypothetical protein,472,SLIV_RS28500
NZ_CP009124.1,6372505,6372918,minus,VOC family protein,,protein-coding,WP_030872956.1,VOC family protein,137,SLIV_RS28505
NZ_CP009124.1,6373165,6374763,plus,ABC-F family ATP-binding cassette domain-containing protein,,protein-coding,WP_003976982.1,ABC-F family ATP-binding cassette domain-containing protein,532,SLIV_RS28510
NZ_CP009124.1,6375100,6375321,plus,helix-turn-helix domain-containing protein,,protein-coding,WP_003976983.1,helix-turn-helix domain-containing protein,73,SLIV_RS28515
NZ_CP009124.1,6375479,6376282,plus,enoyl-CoA hydratase/isomerase family protein,,protein-coding,WP_016325922.1,enoyl-CoA hydratase/isomerase family protein,267,SLIV_RS28520
NZ_CP009124.1,6376303,6377085,minus,hypothetical protein,,protein-coding,WP_038535022.1,hypothetical protein,260,SLIV_RS28525
NZ_CP009124.1,6377173,6377655,plus,Asp23/Gls24 family envelope stress response protein,,protein-coding,WP_003976986.1,Asp23/Gls24 family envelope stress response protein,160,SLIV_RS28530
NZ_CP009124.1,6377718,6377903,plus,hypothetical protein,,protein-coding,WP_003976987.1,hypothetical protein,61,SLIV_RS28535
NZ_CP009124.1,6377900,6378283,plus,hypothetical protein,,protein-coding,WP_003976988.1,hypothetical protein,127,SLIV_RS28540
NZ_CP009124.1,6378280,6378960,plus,DUF6286 domain-containing protein,,protein-coding,WP_003976989.1,DUF6286 domain-containing protein,226,SLIV_RS28545
NZ_CP009124.1,6378957,6379544,plus,alkaline shock response membrane anchor protein AmaP,amaP,protein-coding,WP_003976990.1,alkaline shock response membrane anchor protein AmaP,195,SLIV_RS28550
NZ_CP009124.1,6379579,6380334,minus,SDR family oxidoreductase,,protein-coding,WP_003976991.1,SDR family oxidoreductase,251,SLIV_RS28555
NZ_CP009124.1,6380340,6382127,minus,glycoside hydrolase family 15 protein,,protein-coding,WP_003976992.1,glycoside hydrolase family 15 protein,595,SLIV_RS28560
NZ_CP009124.1,6382193,6382984,minus,SURF1 family cytochrome oxidase biogenesis protein,,protein-coding,WP_003976993.1,SURF1 family cytochrome oxidase biogenesis protein,263,SLIV_RS28565
NZ_CP009124.1,6383129,6383362,minus,hypothetical protein,,protein-coding,WP_003976994.1,hypothetical protein,77,SLIV_RS28570
NZ_CP009124.1,6383426,6384412,minus,DEDDh family exonuclease,,protein-coding,WP_011027997.1,DEDDh family exonuclease,328,SLIV_RS28575
NZ_CP009124.1,6384564,6385571,minus,CopD family protein,,protein-coding,WP_003976996.1,CopD family protein,335,SLIV_RS28580
NZ_CP009124.1,6385622,6386185,minus,hypothetical protein,,protein-coding,WP_003976997.1,hypothetical protein,187,SLIV_RS28585
NZ_CP009124.1,6386282,6387820,minus,S8 family serine peptidase,,protein-coding,WP_003976998.1,S8 family serine peptidase,512,SLIV_RS28590
NZ_CP009124.1,6388175,6388549,plus,DUF485 domain-containing protein,,protein-coding,WP_003976999.1,DUF485 domain-containing protein,124,SLIV_RS28595
NZ_CP009124.1,6388546,6390180,plus,solute symporter family protein,,protein-coding,WP_003977000.1,solute symporter family protein,544,SLIV_RS28600
NZ_CP009124.1,6390349,6391338,plus,"GTP 3',8-cyclase MoaA",moaA,protein-coding,WP_016325915.1,"GTP 3',8-cyclase MoaA",329,SLIV_RS28605
NZ_CP009124.1,6391350,6391580,minus,hypothetical protein,,protein-coding,WP_003977002.1,hypothetical protein,76,SLIV_RS28610
NZ_CP009124.1,6391804,6392202,minus,DUF3099 domain-containing protein,,protein-coding,WP_016325914.1,DUF3099 domain-containing protein,132,SLIV_RS28615
NZ_CP009124.1,6392465,6392746,plus,GlsB/YeaQ/YmgE family stress response membrane protein,,protein-coding,WP_003977004.1,GlsB/YeaQ/YmgE family stress response membrane protein,93,SLIV_RS28620
NZ_CP009124.1,6392837,6394105,minus,tyrosine--tRNA ligase,tyrS,protein-coding,WP_003977005.1,tyrosine--tRNA ligase,422,SLIV_RS28625
NZ_CP009124.1,6394151,6395545,minus,metallopeptidase TldD-related protein,,protein-coding,WP_003977006.1,metallopeptidase TldD-related protein,464,SLIV_RS28630
NZ_CP009124.1,6395542,6397098,minus,TldD/PmbA family protein,,protein-coding,WP_003977007.1,TldD/PmbA family protein,518,SLIV_RS28635
NZ_CP009124.1,6397376,6398080,plus,3-oxoacyl-[acyl-carrier-protein] reductase,fabG,protein-coding,WP_003977008.1,3-oxoacyl-[acyl-carrier-protein] reductase,234,SLIV_RS28640
NZ_CP009124.1,6398086,6398853,plus,enoyl-ACP reductase FabI,fabI,protein-coding,WP_003977009.1,enoyl-ACP reductase FabI,255,SLIV_RS28645
NZ_CP009124.1,6398942,6399634,minus,FadR/GntR family transcriptional regulator,,protein-coding,WP_003977010.1,FadR/GntR family transcriptional regulator,230,SLIV_RS28650
NZ_CP009124.1,6399822,6401087,plus,CynX/NimT family MFS transporter,,protein-coding,WP_003977011.1,CynX/NimT family MFS transporter,421,SLIV_RS28655
NZ_CP009124.1,6401172,6401288,plus,SGM_5486 family transporter-associated protein,,protein-coding,WP_011027990.1,SGM_5486 family transporter-associated protein,38,SLIV_RS40850
NZ_CP009124.1,6401472,6401678,plus,hypothetical protein,,protein-coding,WP_003977012.1,hypothetical protein,68,SLIV_RS28665
NZ_CP009124.1,6401771,6402289,plus,SixA phosphatase family protein,,protein-coding,WP_003977013.1,SixA phosphatase family protein,172,SLIV_RS28670
NZ_CP009124.1,6402361,6403593,minus,phosphoserine phosphatase SerB,serB,protein-coding,WP_003977014.1,phosphoserine phosphatase SerB,410,SLIV_RS28675
NZ_CP009124.1,6403705,6405714,minus,streptophobe family protein,,protein-coding,WP_038535679.1,streptophobe family protein,669,SLIV_RS28680
NZ_CP009124.1,6405955,6408573,plus,FHA domain-containing protein,,protein-coding,WP_003977016.1,FHA domain-containing protein,872,SLIV_RS28685
NZ_CP009124.1,6408700,6409434,minus,transglycosylase SLT domain-containing protein,,protein-coding,WP_003977017.1,transglycosylase SLT domain-containing protein,244,SLIV_RS28690
NZ_CP009124.1,6409788,6410864,minus,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,,protein-coding,WP_011027987.1,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,358,SLIV_RS28695
NZ_CP009124.1,6410864,6411559,minus,SDR family NAD(P)-dependent oxidoreductase,,protein-coding,WP_003977019.1,SDR family NAD(P)-dependent oxidoreductase,231,SLIV_RS28700
NZ_CP009124.1,6411777,6412955,plus,GAF domain-containing sensor histidine kinase,,protein-coding,WP_003977020.1,GAF domain-containing sensor histidine kinase,392,SLIV_RS28705
NZ_CP009124.1,6412948,6413589,plus,response regulator,,protein-coding,WP_003977021.1,response regulator,213,SLIV_RS28710
NZ_CP009124.1,6413759,6414007,plus,chaplin ChpE,chpE,protein-coding,WP_003977022.1,chaplin ChpE,82,SLIV_RS28715
NZ_CP009124.1,6414156,6414935,minus,hypothetical protein,,protein-coding,WP_003977023.1,hypothetical protein,259,SLIV_RS28720
NZ_CP009124.1,6415089,6415619,plus,uncharacterized gene,,pseudogene,,,,SLIV_RS28725
NZ_CP009124.1,6415941,6416372,plus,NfeD family protein,,protein-coding,WP_003977025.1,NfeD family protein,143,SLIV_RS28730
NZ_CP009124.1,6416550,6417509,plus,SPFH domain-containing protein,,protein-coding,WP_003977026.1,SPFH domain-containing protein,319,SLIV_RS28735
NZ_CP009124.1,6417651,6418157,minus,HNH endonuclease,,protein-coding,WP_003977027.1,HNH endonuclease,168,SLIV_RS28740
NZ_CP009124.1,6418314,6418853,minus,YbhB/YbcL family Raf kinase inhibitor-like protein,,protein-coding,WP_003977028.1,YbhB/YbcL family Raf kinase inhibitor-like protein,179,SLIV_RS28745
NZ_CP009124.1,6418905,6419687,minus,sporulation protein,,protein-coding,WP_003977029.1,sporulation protein,260,SLIV_RS28750
NZ_CP009124.1,6419834,6420475,plus,DNA-3-methyladenine glycosylase,,protein-coding,WP_003977030.1,DNA-3-methyladenine glycosylase,213,SLIV_RS28755
NZ_CP009124.1,6421004,6422530,plus,16S ribosomal RNA,,rRNA,,,,SLIV_RS28760
NZ_CP009124.1,6422813,6425933,plus,23S ribosomal RNA,,rRNA,,,,SLIV_RS28765
NZ_CP009124.1,6426038,6426154,plus,5S ribosomal RNA,rrf,rRNA,,,,SLIV_RS28770
NZ_CP009124.1,6426442,6427545,plus,hypothetical protein,,protein-coding,WP_244300948.1,hypothetical protein,367,SLIV_RS28775
NZ_CP009124.1,6427437,6428174,plus,tetratricopeptide repeat protein,,protein-coding,WP_003977032.1,tetratricopeptide repeat protein,245,SLIV_RS40410
NZ_CP009124.1,6428262,6429554,minus,DUF1015 domain-containing protein,,protein-coding,WP_003977033.1,DUF1015 domain-containing protein,430,SLIV_RS28785
NZ_CP009124.1,6429627,6430658,plus,HAD hydrolase-like protein,,protein-coding,WP_003977034.1,HAD hydrolase-like protein,343,SLIV_RS28790
NZ_CP009124.1,6430803,6431849,plus,FecCD family ABC transporter permease,,protein-coding,WP_003977035.1,FecCD family ABC transporter permease,348,SLIV_RS28795
NZ_CP009124.1,6431909,6432982,plus,FecCD family ABC transporter permease,,protein-coding,WP_003977036.1,FecCD family ABC transporter permease,357,SLIV_RS28800
NZ_CP009124.1,6432979,6433884,plus,ABC transporter ATP-binding protein,,protein-coding,WP_078653221.1,ABC transporter ATP-binding protein,301,SLIV_RS28805
NZ_CP009124.1,6433868,6434215,minus,hypothetical protein,,protein-coding,WP_003977038.1,hypothetical protein,115,SLIV_RS28810
